Nombre,Apellido,Correo,Telefono,Ciudad
Ana,Ruiz,ana.ruiz@gmail.com,3095594212,Cali
Daniela,Ruiz,daniela.ruiz@hotmail.com,3105503937,Santa Marta
Pedro,Gómez,pedro.gómez@utb.edu.co,3192638930,Pereira
Laura,López,laura.lópez@gmail.com,3170351657,Medellín
Carlos,Ruiz,carlos.ruiz@gmail.com,3039045811,Pereira
Luis,Ruiz,luis.ruiz@gmail.com,3030565222,Bucaramanga
Pedro,Ruiz,pedro.ruiz@utb.edu.co,3023343173,Bogotá
Andrés,Torres,andrés.torres@yahoo.com,3016483967,Pereira
María,Ramírez,maría.ramírez@gmail.com,3074602509,Santa Marta
Daniela,López,daniela.lópez@hotmail.com,3000648010,Manizales
Laura,Ramírez,laura.ramírez@utb.edu.co,3124113753,Barranquilla
Pedro,Sánchez,pedro.sánchez@gmail.com,3016390022,Cartagena
Pedro,Rodríguez,pedro.rodríguez@utb.edu.co,3077540810,Pereira
Carlos,Sánchez,carlos.sánchez@hotmail.com,3077947292,Cartagena
Daniela,Rodríguez,daniela.rodríguez@yahoo.com,3146924862,Cartagena
Laura,Torres,laura.torres@utb.edu.co,3151516680,Bogotá
Pedro,Ruiz,pedro.ruiz@gmail.com,3067661004,Cúcuta
Pedro,Pérez,pedro.pérez@yahoo.com,3069454451,Bogotá
Daniela,Martínez,daniela.martínez@yahoo.com,3092001880,Santa Marta
Ana,Sánchez,ana.sánchez@hotmail.com,3075427440,Medellín
Andrés,Fernández,andrés.fernández@yahoo.com,3169614986,Bogotá
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3130856438,Bogotá
Luis,Sánchez,luis.sánchez@hotmail.com,3198911576,Santa Marta
Pedro,López,pedro.lópez@utb.edu.co,3020851152,Pereira
Sofía,López,sofía.lópez@gmail.com,3061409137,Bogotá
Andrés,Martínez,andrés.martínez@yahoo.com,3017440214,Medellín
Pedro,Torres,pedro.torres@gmail.com,3189700244,Santa Marta
Luis,Gómez,luis.gómez@yahoo.com,3173031002,Santa Marta
Sofía,Gómez,sofía.gómez@gmail.com,3011359525,Pereira
Andrés,Fernández,andrés.fernández@gmail.com,3042245086,Cartagena
María,Rodríguez,maría.rodríguez@gmail.com,3197694986,Barranquilla
María,Sánchez,maría.sánchez@gmail.com,3026818770,Cartagena
Ana,Ramírez,ana.ramírez@utb.edu.co,3185061524,Barranquilla
Sofía,Ramírez,sofía.ramírez@utb.edu.co,3026808105,Cúcuta
Camila,López,camila.lópez@gmail.com,3145615719,Pereira
Camila,Gómez,camila.gómez@yahoo.com,3053198798,Bogotá
Ana,Gómez,ana.gómez@yahoo.com,3052275523,Cali
Camila,Pérez,camila.pérez@utb.edu.co,3099206479,Manizales
Camila,Ruiz,camila.ruiz@gmail.com,3011348003,Medellín
Pedro,Ramírez,pedro.ramírez@utb.edu.co,3079618592,Santa Marta
Laura,Martínez,laura.martínez@gmail.com,3003876144,Cali
Pedro,Rodríguez,pedro.rodríguez@yahoo.com,3146852013,Santa Marta
Ana,Fernández,ana.fernández@utb.edu.co,3150550543,Pereira
Carlos,Pérez,carlos.pérez@utb.edu.co,3166761859,Cali
Pedro,Torres,pedro.torres@yahoo.com,3067943028,Cúcuta
Ana,Torres,ana.torres@hotmail.com,3084101217,Pereira
Pedro,Ruiz,pedro.ruiz@gmail.com,3128747174,Cúcuta
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3033936102,Bogotá
Daniela,Torres,daniela.torres@hotmail.com,3112961463,Santa Marta
Luis,Fernández,luis.fernández@utb.edu.co,3017700541,Manizales
Camila,Fernández,camila.fernández@hotmail.com,3030552502,Bucaramanga
Daniela,Rodríguez,daniela.rodríguez@gmail.com,3195339143,Barranquilla
Laura,López,laura.lópez@yahoo.com,3196278072,Cali
Ana,Fernández,ana.fernández@yahoo.com,3134754743,Barranquilla
Carlos,Fernández,carlos.fernández@gmail.com,3174130035,Cartagena
Pedro,Ramírez,pedro.ramírez@hotmail.com,3066134920,Santa Marta
Daniela,López,daniela.lópez@yahoo.com,3176847062,Manizales
Luis,Ramírez,luis.ramírez@gmail.com,3187229018,Cartagena
Ana,Fernández,ana.fernández@utb.edu.co,3139595181,Medellín
Carlos,Rodríguez,carlos.rodríguez@gmail.com,3042650092,Barranquilla
María,Fernández,maría.fernández@gmail.com,3036879875,Santa Marta
María,Rodríguez,maría.rodríguez@yahoo.com,3008314913,Cali
Laura,Rodríguez,laura.rodríguez@hotmail.com,3147685109,Bogotá
Pedro,Ramírez,pedro.ramírez@yahoo.com,3132675354,Cali
Pedro,Ramírez,pedro.ramírez@gmail.com,3166757581,Bogotá
Camila,Ruiz,camila.ruiz@utb.edu.co,3128149066,Medellín
Ana,Ramírez,ana.ramírez@gmail.com,3076268764,Bucaramanga
Daniela,Ramírez,daniela.ramírez@hotmail.com,3089451447,Bogotá
Pedro,Fernández,pedro.fernández@utb.edu.co,3108885698,Bucaramanga
María,Pérez,maría.pérez@yahoo.com,3084591842,Pereira
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3097530617,Pereira
Andrés,Rodríguez,andrés.rodríguez@gmail.com,3112140767,Cúcuta
Carlos,Sánchez,carlos.sánchez@hotmail.com,3090771598,Medellín
María,Torres,maría.torres@gmail.com,3071001515,Barranquilla
Luis,Fernández,luis.fernández@utb.edu.co,3026264728,Cartagena
Sofía,Fernández,sofía.fernández@utb.edu.co,3192770245,Cúcuta
Carlos,Pérez,carlos.pérez@utb.edu.co,3023393255,Santa Marta
Andrés,Gómez,andrés.gómez@utb.edu.co,3082434932,Cúcuta
Andrés,Rodríguez,andrés.rodríguez@gmail.com,3091773109,Cúcuta
Ana,Rodríguez,ana.rodríguez@utb.edu.co,3055723374,Pereira
Pedro,Martínez,pedro.martínez@gmail.com,3084623548,Cali
Ana,Ruiz,ana.ruiz@gmail.com,3180398787,Medellín
Camila,Sánchez,camila.sánchez@utb.edu.co,3111977807,Santa Marta
Camila,Ramírez,camila.ramírez@utb.edu.co,3013251377,Cali
Carlos,Sánchez,carlos.sánchez@yahoo.com,3143337586,Barranquilla
Andrés,Gómez,andrés.gómez@gmail.com,3093881683,Cúcuta
Pedro,Rodríguez,pedro.rodríguez@yahoo.com,3118630347,Cúcuta
Luis,Pérez,luis.pérez@utb.edu.co,3113686081,Manizales
Camila,Torres,camila.torres@gmail.com,3199803269,Cali
Andrés,Rodríguez,andrés.rodríguez@yahoo.com,3127990944,Cali
Carlos,Gómez,carlos.gómez@hotmail.com,3009192689,Barranquilla
Laura,Fernández,laura.fernández@utb.edu.co,3041305678,Medellín
Pedro,Fernández,pedro.fernández@gmail.com,3069291281,Medellín
Andrés,Rodríguez,andrés.rodríguez@yahoo.com,3021631951,Cali
Camila,Sánchez,camila.sánchez@gmail.com,3038857285,Santa Marta
Laura,Sánchez,laura.sánchez@gmail.com,3071863189,Barranquilla
Daniela,Ramírez,daniela.ramírez@yahoo.com,3171804390,Barranquilla
Sofía,Fernández,sofía.fernández@utb.edu.co,3146522265,Barranquilla
Camila,Gómez,camila.gómez@hotmail.com,3103109117,Santa Marta
Luis,Ramírez,luis.ramírez@utb.edu.co,3016866346,Medellín
Andrés,López,andrés.lópez@yahoo.com,3114869214,Pereira
Sofía,Torres,sofía.torres@hotmail.com,3087287294,Medellín
Carlos,Martínez,carlos.martínez@gmail.com,3123958157,Cali
Carlos,Torres,carlos.torres@hotmail.com,3097538086,Santa Marta
María,López,maría.lópez@gmail.com,3006361941,Bucaramanga
Carlos,Sánchez,carlos.sánchez@hotmail.com,3174250043,Manizales
Pedro,Torres,pedro.torres@hotmail.com,3144221576,Pereira
Ana,Torres,ana.torres@yahoo.com,3082754931,Bucaramanga
María,Fernández,maría.fernández@yahoo.com,3092820284,Barranquilla
Daniela,López,daniela.lópez@utb.edu.co,3102345879,Cartagena
María,Pérez,maría.pérez@yahoo.com,3174051550,Cartagena
Ana,López,ana.lópez@utb.edu.co,3007431636,Bucaramanga
Ana,López,ana.lópez@yahoo.com,3124457174,Bogotá
Camila,Sánchez,camila.sánchez@utb.edu.co,3106989505,Cartagena
Pedro,Pérez,pedro.pérez@hotmail.com,3182499276,Pereira
Andrés,Sánchez,andrés.sánchez@utb.edu.co,3062646945,Bogotá
Carlos,Rodríguez,carlos.rodríguez@yahoo.com,3036477062,Cartagena
Sofía,López,sofía.lópez@gmail.com,3112046057,Cali
Sofía,Torres,sofía.torres@gmail.com,3031692437,Santa Marta
Laura,Pérez,laura.pérez@hotmail.com,3129771539,Pereira
Laura,Rodríguez,laura.rodríguez@utb.edu.co,3113615400,Bogotá
Daniela,Rodríguez,daniela.rodríguez@yahoo.com,3101096521,Cali
Carlos,Sánchez,carlos.sánchez@hotmail.com,3158070143,Manizales
Luis,Rodríguez,luis.rodríguez@yahoo.com,3142390425,Cúcuta
Sofía,Pérez,sofía.pérez@hotmail.com,3017847963,Pereira
María,Pérez,maría.pérez@utb.edu.co,3021222894,Barranquilla
María,Ramírez,maría.ramírez@utb.edu.co,3181771229,Bogotá
María,Rodríguez,maría.rodríguez@gmail.com,3127748346,Santa Marta
Daniela,Ramírez,daniela.ramírez@yahoo.com,3131788739,Bucaramanga
Carlos,Gómez,carlos.gómez@hotmail.com,3052926731,Pereira
Pedro,López,pedro.lópez@hotmail.com,3010231010,Cúcuta
Carlos,Ramírez,carlos.ramírez@yahoo.com,3069277752,Cali
Ana,Ruiz,ana.ruiz@gmail.com,3127906010,Cali
Pedro,López,pedro.lópez@hotmail.com,3012990082,Santa Marta
María,Torres,maría.torres@hotmail.com,3167901652,Cúcuta
Pedro,López,pedro.lópez@yahoo.com,3174132022,Santa Marta
Daniela,Gómez,daniela.gómez@yahoo.com,3191802377,Medellín
María,Ruiz,maría.ruiz@gmail.com,3039413081,Barranquilla
Ana,Fernández,ana.fernández@utb.edu.co,3199986425,Medellín
Daniela,Martínez,daniela.martínez@gmail.com,3148336604,Manizales
Laura,Martínez,laura.martínez@yahoo.com,3031967119,Cartagena
Pedro,López,pedro.lópez@utb.edu.co,3051038122,Santa Marta
Camila,Sánchez,camila.sánchez@gmail.com,3039918502,Bogotá
Sofía,Ruiz,sofía.ruiz@yahoo.com,3198579964,Cartagena
Pedro,Martínez,pedro.martínez@hotmail.com,3052694833,Bucaramanga
Carlos,Sánchez,carlos.sánchez@hotmail.com,3104131895,Cúcuta
Carlos,Gómez,carlos.gómez@gmail.com,3114298695,Santa Marta
Sofía,Torres,sofía.torres@gmail.com,3122803395,Bucaramanga
Sofía,Torres,sofía.torres@hotmail.com,3118496598,Bucaramanga
Ana,Gómez,ana.gómez@utb.edu.co,3152556639,Bucaramanga
Ana,Fernández,ana.fernández@utb.edu.co,3122149341,Medellín
Ana,Ruiz,ana.ruiz@yahoo.com,3165446950,Cúcuta
Laura,Gómez,laura.gómez@yahoo.com,3057935228,Pereira
Andrés,Ruiz,andrés.ruiz@yahoo.com,3176672571,Pereira
Daniela,López,daniela.lópez@hotmail.com,3093045643,Cartagena
Sofía,Fernández,sofía.fernández@utb.edu.co,3164277620,Barranquilla
Ana,López,ana.lópez@gmail.com,3006882679,Cúcuta
Andrés,Ramírez,andrés.ramírez@gmail.com,3028581646,Pereira
María,Martínez,maría.martínez@gmail.com,3117201773,Medellín
Carlos,López,carlos.lópez@hotmail.com,3147296729,Pereira
Laura,Torres,laura.torres@yahoo.com,3093314002,Medellín
Carlos,Ruiz,carlos.ruiz@utb.edu.co,3033988519,Cartagena
Luis,Torres,luis.torres@yahoo.com,3006727137,Cartagena
Andrés,Pérez,andrés.pérez@hotmail.com,3070988983,Cartagena
Laura,Fernández,laura.fernández@utb.edu.co,3140467067,Cartagena
Sofía,Ramírez,sofía.ramírez@utb.edu.co,3043484370,Bucaramanga
Luis,Torres,luis.torres@utb.edu.co,3088483189,Cali
Sofía,Martínez,sofía.martínez@gmail.com,3098777231,Bogotá
María,Torres,maría.torres@hotmail.com,3131009506,Cali
Daniela,Pérez,daniela.pérez@hotmail.com,3141355026,Bucaramanga
María,Ramírez,maría.ramírez@hotmail.com,3076563282,Barranquilla
Ana,Martínez,ana.martínez@yahoo.com,3083353788,Bogotá
Pedro,Torres,pedro.torres@gmail.com,3103751117,Pereira
Ana,Torres,ana.torres@utb.edu.co,3185557866,Santa Marta
Pedro,Martínez,pedro.martínez@hotmail.com,3133557235,Bucaramanga
Laura,Ruiz,laura.ruiz@yahoo.com,3158828322,Manizales
Camila,Ramírez,camila.ramírez@yahoo.com,3191374880,Barranquilla
Camila,Ramírez,camila.ramírez@yahoo.com,3093723216,Bogotá
Daniela,Pérez,daniela.pérez@gmail.com,3181345535,Pereira
Laura,Rodríguez,laura.rodríguez@utb.edu.co,3056056588,Bogotá
Carlos,Fernández,carlos.fernández@yahoo.com,3099022394,Pereira
Camila,Ramírez,camila.ramírez@utb.edu.co,3148532197,Medellín
Andrés,Rodríguez,andrés.rodríguez@gmail.com,3033009146,Cúcuta
Andrés,Pérez,andrés.pérez@utb.edu.co,3036313855,Santa Marta
Pedro,Gómez,pedro.gómez@yahoo.com,3075793768,Cartagena
Luis,Gómez,luis.gómez@gmail.com,3034526478,Medellín
Sofía,Rodríguez,sofía.rodríguez@gmail.com,3162576232,Bucaramanga
Daniela,Martínez,daniela.martínez@utb.edu.co,3085482850,Bogotá
Luis,Torres,luis.torres@hotmail.com,3133375346,Bogotá
Laura,Gómez,laura.gómez@gmail.com,3010976477,Pereira
Andrés,Pérez,andrés.pérez@hotmail.com,3081403951,Cúcuta
María,Fernández,maría.fernández@gmail.com,3093428674,Cartagena
Andrés,Torres,andrés.torres@utb.edu.co,3070877512,Manizales
Carlos,Sánchez,carlos.sánchez@hotmail.com,3152738253,Bucaramanga
Sofía,Rodríguez,sofía.rodríguez@yahoo.com,3197254988,Manizales
Camila,Ruiz,camila.ruiz@gmail.com,3089253344,Cali
Ana,Ruiz,ana.ruiz@yahoo.com,3011892047,Santa Marta
Laura,Pérez,laura.pérez@gmail.com,3152209118,Bucaramanga
Ana,López,ana.lópez@yahoo.com,3055748118,Medellín
Sofía,Sánchez,sofía.sánchez@hotmail.com,3135595404,Cali
Sofía,Pérez,sofía.pérez@utb.edu.co,3068098333,Cali
Andrés,Gómez,andrés.gómez@gmail.com,3195567121,Bogotá
Camila,Ramírez,camila.ramírez@utb.edu.co,3101905745,Bucaramanga
María,Rodríguez,maría.rodríguez@utb.edu.co,3011073223,Cúcuta
Andrés,López,andrés.lópez@gmail.com,3051213929,Bogotá
Ana,Sánchez,ana.sánchez@utb.edu.co,3062951748,Manizales
Pedro,Ruiz,pedro.ruiz@utb.edu.co,3120400247,Pereira
Sofía,Fernández,sofía.fernández@utb.edu.co,3072499310,Bucaramanga
Camila,López,camila.lópez@hotmail.com,3176125911,Manizales
Ana,Ramírez,ana.ramírez@utb.edu.co,3147845751,Cali
María,Ramírez,maría.ramírez@yahoo.com,3053201378,Medellín
Pedro,Torres,pedro.torres@hotmail.com,3080361327,Barranquilla
Camila,Pérez,camila.pérez@gmail.com,3182552079,Barranquilla
Camila,Rodríguez,camila.rodríguez@yahoo.com,3167264536,Manizales
Carlos,Martínez,carlos.martínez@hotmail.com,3009869975,Medellín
Pedro,Fernández,pedro.fernández@hotmail.com,3180098842,Barranquilla
Camila,Ramírez,camila.ramírez@utb.edu.co,3057826743,Bucaramanga
María,Rodríguez,maría.rodríguez@yahoo.com,3020185613,Medellín
Ana,Gómez,ana.gómez@gmail.com,3083599249,Pereira
Sofía,Ruiz,sofía.ruiz@yahoo.com,3004616783,Pereira
Daniela,Rodríguez,daniela.rodríguez@utb.edu.co,3094347909,Manizales
María,Gómez,maría.gómez@utb.edu.co,3029902428,Cali
Pedro,Torres,pedro.torres@utb.edu.co,3182677955,Medellín
María,Pérez,maría.pérez@yahoo.com,3131995767,Cali
Camila,López,camila.lópez@yahoo.com,3160975050,Manizales
Sofía,Gómez,sofía.gómez@utb.edu.co,3146941854,Cali
Carlos,Ramírez,carlos.ramírez@yahoo.com,3045304211,Bogotá
Sofía,Fernández,sofía.fernández@yahoo.com,3018829259,Cartagena
Carlos,Sánchez,carlos.sánchez@yahoo.com,3125702532,Cali
Daniela,Torres,daniela.torres@hotmail.com,3140058450,Manizales
Andrés,Gómez,andrés.gómez@utb.edu.co,3141949069,Cali
Laura,Ruiz,laura.ruiz@hotmail.com,3131183713,Medellín
Ana,Sánchez,ana.sánchez@yahoo.com,3004536112,Medellín
Sofía,Torres,sofía.torres@yahoo.com,3083130950,Medellín
María,Fernández,maría.fernández@yahoo.com,3054859415,Bogotá
Carlos,Torres,carlos.torres@utb.edu.co,3012902923,Bogotá
Andrés,Ramírez,andrés.ramírez@yahoo.com,3195545465,Santa Marta
Sofía,Ramírez,sofía.ramírez@gmail.com,3010490449,Cartagena
Ana,Gómez,ana.gómez@gmail.com,3196886591,Cartagena
Ana,Torres,ana.torres@hotmail.com,3173459090,Pereira
Sofía,Sánchez,sofía.sánchez@gmail.com,3082281529,Cali
Luis,Fernández,luis.fernández@yahoo.com,3156612552,Bucaramanga
Daniela,Fernández,daniela.fernández@gmail.com,3105802371,Bucaramanga
Daniela,Sánchez,daniela.sánchez@hotmail.com,3178832813,Bucaramanga
Camila,Martínez,camila.martínez@gmail.com,3124765513,Cartagena
María,Gómez,maría.gómez@yahoo.com,3163173812,Bogotá
Carlos,Sánchez,carlos.sánchez@hotmail.com,3101882265,Santa Marta
Carlos,Fernández,carlos.fernández@yahoo.com,3133297415,Cúcuta
Ana,Fernández,ana.fernández@yahoo.com,3043352088,Cúcuta
Ana,Fernández,ana.fernández@yahoo.com,3002672637,Bogotá
María,Pérez,maría.pérez@gmail.com,3075575228,Pereira
Carlos,López,carlos.lópez@gmail.com,3051998814,Cúcuta
Laura,Gómez,laura.gómez@hotmail.com,3174540191,Cali
Luis,Torres,luis.torres@yahoo.com,3086922756,Cúcuta
Ana,Pérez,ana.pérez@gmail.com,3057957046,Santa Marta
Ana,Martínez,ana.martínez@hotmail.com,3001622823,Cali
Luis,Gómez,luis.gómez@yahoo.com,3081879573,Bucaramanga
Ana,López,ana.lópez@yahoo.com,3026658525,Cúcuta
Laura,Fernández,laura.fernández@gmail.com,3044725846,Barranquilla
Ana,Sánchez,ana.sánchez@hotmail.com,3166052390,Medellín
Luis,Ramírez,luis.ramírez@yahoo.com,3190210735,Cartagena
Camila,Pérez,camila.pérez@gmail.com,3075332967,Bucaramanga
María,Gómez,maría.gómez@hotmail.com,3134923622,Barranquilla
Pedro,Sánchez,pedro.sánchez@hotmail.com,3061484928,Santa Marta
Pedro,Martínez,pedro.martínez@gmail.com,3137930510,Pereira
Camila,Pérez,camila.pérez@gmail.com,3161552509,Bogotá
Carlos,López,carlos.lópez@hotmail.com,3100926127,Cartagena
Camila,Gómez,camila.gómez@gmail.com,3112290729,Barranquilla
Camila,Rodríguez,camila.rodríguez@gmail.com,3169742659,Santa Marta
Andrés,Rodríguez,andrés.rodríguez@hotmail.com,3040527866,Medellín
Sofía,Sánchez,sofía.sánchez@utb.edu.co,3100478868,Cartagena
Carlos,Martínez,carlos.martínez@gmail.com,3198222874,Cartagena
Luis,Martínez,luis.martínez@utb.edu.co,3140627659,Santa Marta
Carlos,Pérez,carlos.pérez@gmail.com,3128547982,Cali
Laura,Torres,laura.torres@utb.edu.co,3050626441,Cartagena
Sofía,Ramírez,sofía.ramírez@hotmail.com,3097695733,Manizales
Laura,Sánchez,laura.sánchez@hotmail.com,3124491045,Bucaramanga
Daniela,López,daniela.lópez@hotmail.com,3178313577,Cali
Pedro,López,pedro.lópez@utb.edu.co,3098397598,Medellín
Andrés,Torres,andrés.torres@hotmail.com,3107959983,Bucaramanga
Camila,Sánchez,camila.sánchez@hotmail.com,3154512404,Bogotá
Daniela,Fernández,daniela.fernández@utb.edu.co,3066562246,Cali
Carlos,Sánchez,carlos.sánchez@hotmail.com,3016541357,Pereira
Laura,Torres,laura.torres@utb.edu.co,3151196948,Santa Marta
Daniela,Rodríguez,daniela.rodríguez@hotmail.com,3036046227,Santa Marta
Camila,Rodríguez,camila.rodríguez@gmail.com,3198288916,Manizales
María,Gómez,maría.gómez@utb.edu.co,3170902789,Cartagena
Andrés,Ramírez,andrés.ramírez@utb.edu.co,3060660699,Manizales
María,Fernández,maría.fernández@hotmail.com,3137390434,Santa Marta
María,Ramírez,maría.ramírez@utb.edu.co,3089942398,Bucaramanga
Camila,Torres,camila.torres@gmail.com,3002442654,Pereira
Luis,López,luis.lópez@utb.edu.co,3187935666,Manizales
Laura,Gómez,laura.gómez@hotmail.com,3062313254,Barranquilla
Luis,Pérez,luis.pérez@utb.edu.co,3104655283,Manizales
Pedro,Pérez,pedro.pérez@gmail.com,3001643995,Pereira
Carlos,Sánchez,carlos.sánchez@yahoo.com,3059752153,Barranquilla
Pedro,López,pedro.lópez@utb.edu.co,3071742410,Barranquilla
Luis,López,luis.lópez@yahoo.com,3095407799,Barranquilla
María,Sánchez,maría.sánchez@utb.edu.co,3167568253,Bucaramanga
Camila,Ramírez,camila.ramírez@yahoo.com,3015172934,Bucaramanga
Pedro,Ruiz,pedro.ruiz@gmail.com,3198889665,Medellín
Sofía,Rodríguez,sofía.rodríguez@utb.edu.co,3195774172,Barranquilla
Camila,López,camila.lópez@utb.edu.co,3065985719,Manizales
María,Gómez,maría.gómez@yahoo.com,3198342428,Pereira
Carlos,Torres,carlos.torres@yahoo.com,3060925735,Barranquilla
Andrés,Gómez,andrés.gómez@yahoo.com,3011986112,Cúcuta
María,Sánchez,maría.sánchez@hotmail.com,3067185557,Medellín
Daniela,Torres,daniela.torres@gmail.com,3046339726,Cartagena
Luis,Ruiz,luis.ruiz@utb.edu.co,3107726306,Manizales
Pedro,Gómez,pedro.gómez@utb.edu.co,3021245336,Cartagena
Carlos,Sánchez,carlos.sánchez@gmail.com,3042329438,Cartagena
Sofía,Pérez,sofía.pérez@hotmail.com,3185029033,Bogotá
María,Ruiz,maría.ruiz@gmail.com,3055657986,Manizales
Andrés,Sánchez,andrés.sánchez@gmail.com,3000615771,Cali
Ana,Sánchez,ana.sánchez@gmail.com,3075052398,Pereira
Carlos,Sánchez,carlos.sánchez@utb.edu.co,3119868473,Cali
Ana,Sánchez,ana.sánchez@yahoo.com,3115897605,Manizales
Carlos,López,carlos.lópez@yahoo.com,3162904989,Cúcuta
Carlos,López,carlos.lópez@yahoo.com,3053557141,Medellín
Pedro,Fernández,pedro.fernández@hotmail.com,3061405422,Manizales
Ana,Torres,ana.torres@gmail.com,3063695426,Barranquilla
Carlos,Ruiz,carlos.ruiz@utb.edu.co,3109107275,Cali
Sofía,Gómez,sofía.gómez@gmail.com,3075136169,Barranquilla
Pedro,Torres,pedro.torres@hotmail.com,3065402126,Medellín
María,Fernández,maría.fernández@utb.edu.co,3031393951,Cúcuta
Andrés,Rodríguez,andrés.rodríguez@gmail.com,3040711404,Barranquilla
Luis,Fernández,luis.fernández@yahoo.com,3137886781,Manizales
Laura,Torres,laura.torres@hotmail.com,3150084827,Bogotá
Laura,Fernández,laura.fernández@gmail.com,3121295213,Manizales
Daniela,Pérez,daniela.pérez@hotmail.com,3010243678,Medellín
Laura,Torres,laura.torres@utb.edu.co,3159165000,Bucaramanga
María,Rodríguez,maría.rodríguez@hotmail.com,3198806736,Pereira
Camila,Martínez,camila.martínez@gmail.com,3050030238,Santa Marta
Luis,López,luis.lópez@utb.edu.co,3192273441,Barranquilla
Laura,Rodríguez,laura.rodríguez@gmail.com,3023754809,Bogotá
Pedro,Torres,pedro.torres@yahoo.com,3168346154,Cali
María,Gómez,maría.gómez@gmail.com,3151883061,Cali
Camila,Martínez,camila.martínez@hotmail.com,3168639465,Santa Marta
Ana,Gómez,ana.gómez@yahoo.com,3004830503,Pereira
Ana,Fernández,ana.fernández@utb.edu.co,3024765779,Manizales
Camila,Ramírez,camila.ramírez@gmail.com,3116527802,Barranquilla
Laura,Gómez,laura.gómez@hotmail.com,3050702098,Santa Marta
María,Torres,maría.torres@gmail.com,3068191227,Cúcuta
Sofía,Torres,sofía.torres@gmail.com,3142104096,Cúcuta
Pedro,Ramírez,pedro.ramírez@utb.edu.co,3022681168,Pereira
María,López,maría.lópez@hotmail.com,3032053101,Bogotá
Ana,Sánchez,ana.sánchez@gmail.com,3113139011,Manizales
Camila,Ruiz,camila.ruiz@hotmail.com,3172895610,Medellín
Laura,Fernández,laura.fernández@hotmail.com,3057564832,Cúcuta
Sofía,Martínez,sofía.martínez@hotmail.com,3171244903,Manizales
Camila,López,camila.lópez@utb.edu.co,3158368422,Cartagena
Pedro,Sánchez,pedro.sánchez@yahoo.com,3057943379,Bucaramanga
Camila,Pérez,camila.pérez@gmail.com,3173075485,Cali
Carlos,Martínez,carlos.martínez@hotmail.com,3003879163,Cúcuta
Luis,López,luis.lópez@utb.edu.co,3181680583,Cartagena
Andrés,Torres,andrés.torres@hotmail.com,3098723869,Medellín
Luis,Ruiz,luis.ruiz@hotmail.com,3154440676,Manizales
Andrés,Torres,andrés.torres@hotmail.com,3161494237,Bucaramanga
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3018816406,Manizales
Ana,Gómez,ana.gómez@gmail.com,3122889017,Santa Marta
Sofía,Gómez,sofía.gómez@hotmail.com,3023872752,Barranquilla
Ana,Ramírez,ana.ramírez@yahoo.com,3046650790,Barranquilla
Laura,Gómez,laura.gómez@hotmail.com,3060501954,Cúcuta
Daniela,Sánchez,daniela.sánchez@gmail.com,3002700382,Bogotá
Daniela,Pérez,daniela.pérez@hotmail.com,3117942089,Barranquilla
María,Sánchez,maría.sánchez@gmail.com,3058985642,Cali
Daniela,Sánchez,daniela.sánchez@hotmail.com,3009691288,Cartagena
Laura,Gómez,laura.gómez@yahoo.com,3073283077,Manizales
Ana,López,ana.lópez@hotmail.com,3011259324,Bucaramanga
Luis,Gómez,luis.gómez@hotmail.com,3003389891,Barranquilla
Ana,Martínez,ana.martínez@utb.edu.co,3097494015,Bogotá
María,Rodríguez,maría.rodríguez@gmail.com,3040907067,Barranquilla
Sofía,Martínez,sofía.martínez@yahoo.com,3041078703,Barranquilla
María,Ruiz,maría.ruiz@gmail.com,3149012603,Bogotá
Pedro,Ruiz,pedro.ruiz@hotmail.com,3020524107,Bogotá
María,Gómez,maría.gómez@gmail.com,3184855585,Manizales
Andrés,López,andrés.lópez@gmail.com,3130114239,Cúcuta
Ana,Ruiz,ana.ruiz@gmail.com,3199473599,Bucaramanga
María,Ramírez,maría.ramírez@yahoo.com,3191048351,Manizales
Camila,Martínez,camila.martínez@utb.edu.co,3037545258,Cartagena
Pedro,Ruiz,pedro.ruiz@utb.edu.co,3072427569,Manizales
Daniela,Torres,daniela.torres@yahoo.com,3127364103,Pereira
Carlos,Rodríguez,carlos.rodríguez@yahoo.com,3042337406,Cartagena
Laura,Sánchez,laura.sánchez@yahoo.com,3026074054,Cartagena
Daniela,Fernández,daniela.fernández@yahoo.com,3021603357,Medellín
Sofía,Pérez,sofía.pérez@yahoo.com,3066702254,Santa Marta
Ana,López,ana.lópez@utb.edu.co,3066450119,Barranquilla
Ana,Pérez,ana.pérez@yahoo.com,3027069454,Cali
Laura,Torres,laura.torres@gmail.com,3025827772,Manizales
Luis,López,luis.lópez@gmail.com,3109683952,Medellín
Ana,Martínez,ana.martínez@hotmail.com,3093341671,Santa Marta
Luis,Rodríguez,luis.rodríguez@gmail.com,3181243288,Cartagena
Camila,Ruiz,camila.ruiz@utb.edu.co,3089558085,Bucaramanga
Ana,Pérez,ana.pérez@hotmail.com,3154669480,Manizales
Andrés,Rodríguez,andrés.rodríguez@yahoo.com,3001311754,Cartagena
Laura,López,laura.lópez@utb.edu.co,3107840432,Bogotá
Sofía,Ramírez,sofía.ramírez@yahoo.com,3088393924,Manizales
